Species,Species_printed,Compilation,Table,Region,Region_raw,Measure,measure_class,Value,SD,n,Units,conscious,ref_raw,ref_keys_str
Macaca mulatta,M mulatta,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,53,NA,6,mL/100g/min,conscious,"(Noda et al., 2002)",noda2002
Macaca mulatta,M mulatta,Kaufman__2004,TableA5,White_matter,White Matter,CBF,cerebral_perfusion,33.5,NA,4,mL/100g/min,anesthetized,"(Enlund et al., 1997)",enlund1997
Macaca mulatta,M mulatta,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,40.6,NA,19,mL/100g/min,anesthetized,"(Fein, 1975)",fein1975
Macaca mulatta,M mulatta,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,100.6,NA,5,mL/100g/min,conscious,"(Mehta et al., 1980)",mehta1980
Macaca mulatta,M mulatta,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,76.1,NA,3,mL/100g/min,conscious,"(Nemoto et al., 1994)",nemoto1994
Macaca mulatta,M mulatta,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,80,NA,4,mL/100g/min,conscious,"(Yao et al., 1992)",yao1992
Macaca mulatta,M mulatta,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,46.9,NA,11,mL/100g/min,anesthetized,"(Schmidt et al., 1945)",schmidt1945
Macaca mulatta,M mulatta,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,48.7,NA,10,mL/100g/min,anesthetized,"(Kliefothetal., 1979)",kliefothetal1979
Meriones unguiculatus,Meriones,Kaufman__2004,TableA4,Cerebellum,Cerebellum,CBF,cerebral_perfusion,137,NA,7,mL/100g/min,anesthetized,"(Suzuki et al., 1983)",suzuki1983
Meriones unguiculatus,Meriones,Kaufman__2004,TableA4,Cerebellum,Cerebellum,CBF,cerebral_perfusion,93,NA,10,mL/100g/min,conscious,"(Van Uitert and Levy, 1978)",van1978
Meriones unguiculatus,Meriones,Kaufman__2004,TableA2,Hippocampus,Hippocampus,CBF,cerebral_perfusion,80.3,NA,4,mL/100g/min,anesthetized,"(Mies et al., 1990)",mies1990
Meriones unguiculatus,Meriones,Kaufman__2004,TableA2,Hippocampus,Hippocampus,CBF,cerebral_perfusion,109,NA,2,mL/100g/min,conscious,"(Mies et al., 1984)",mies1984
Meriones unguiculatus,Meriones,Kaufman__2004,TableA2,Hippocampus,Hippocampus,CBF,cerebral_perfusion,93,NA,7,mL/100g/min,anesthetized,"(Suzuki et al., 1983)",suzuki1983
Meriones unguiculatus,Gerbil,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,135.6,NA,2,mL/100g/min,conscious,"(Mies et al., 1984)",mies1984
Meriones unguiculatus,Gerbil,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,90,NA,5,mL/100g/min,conscious,"(Paschen et al., 1992)",paschen1992
Meriones unguiculatus,Gerbil,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,137,NA,7,mL/100g/min,anesthetized,"(Suzuki et al., 1983)",suzuki1983
Meriones unguiculatus,Gerbil,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,131.5,NA,4,mL/100g/min,anesthetized,"(Mies et al., 1990)",mies1990
Meriones unguiculatus,Meriones,Kaufman__2004,TableA5,White_matter,White Matter,CBF,cerebral_perfusion,62,NA,2,mL/100g/min,conscious,"(Mies et al., 1984)",mies1984
Meriones unguiculatus,Meriones,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,102,NA,10,mL/100g/min,conscious,"(Van Uitert and Levy, 1978)",van1978
Mus musculus,Mus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,117,NA,5,mL/100g/min,conscious,"(Itoh et al., 2001)",itoh2001
Ovis aries,Ovis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,78,NA,3,mL/100g/min,conscious,"(Donegan et al., 1985)",donegan1985
Ovis aries,Ovis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,66.4,NA,8,mL/100g/min,conscious,"(Iwamoto et al., 1991)",iwamoto1991
Ovis aries,Ovis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,55,NA,9,mL/100g/min,conscious,"(Yang and Krasney, 1995)",yang1995
Ovis aries,Ovis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,60,NA,10,mL/100g/min,conscious,"(Matalon et al., 1983)",matalon1983
Papio anubis,Papio,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,52.3,NA,6,mL/100g/min,anesthetized,"(MacKenzie et al., 1976)",mackenzie1976
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,39.4,NA,5,mL/100g/min,anesthetized,"(Hamar et al., 1979)",hamar1979
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,51,NA,7,mL/100g/min,anesthetized,"(Harper and MacKenzie, 1977)",harper1977
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,44,NA,4,mL/100g/min,anesthetized,"(McCulloch and Harper, 1977)",mcculloch1977
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,38,NA,3,mL/100g/min,anesthetized,"(Reivich et al., 1972)",reivich1972
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,37.9,NA,17,mL/100g/min,anesthetized,"(Tagashira et al., 1977)",tagashira1977
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,48.3,NA,6,mL/100g/min,anesthetized,"(Van Aken et al., 1986)",van1986
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,50.01,NA,7,mL/100g/min,anesthetized,"(Van Hemelrijck et al., 1990)",van1990
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,55.8,NA,8,mL/100g/min,anesthetized,"(Brussel et al., 1991)",brussel1991
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,35.6,NA,5,mL/100g/min,anesthetized,"(Pappata et al., 1993)",pappata1993
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,58.2,NA,11,mL/100g/min,anesthetized,"(Sahlin et al., 1986)",sahlin1986
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,29.3,NA,10,mL/100g/min,anesthetized,"(Schumann et al., 1998)",schumann1998
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,32.5,NA,7,mL/100g/min,anesthetized,"(TouzanietaL, 1995)",touzanietal1995
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,63.2,NA,13,mL/100g/min,anesthetized,"(Sahlin et al., 1987)",sahlin1987
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,41.3,NA,11,mL/100g/min,anesthetized,"(Kawamura et al., 1975)",kawamura1975
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,36.5,NA,12,mL/100g/min,anesthetized,"(Aoyagi et al., 1975)",aoyagi1975
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,62.6,NA,4,mL/100g/min,anesthetized,"(Harper et al., 1981)",harper1981
Papio anubis,Papio,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,36.95,NA,4,mL/100g/min,anesthetized,"(Young et al., 1996)",young1996
Rattus norvegicus,Rattus,Kaufman__2004,TableA1,Basal_ganglia,Basal Ganglia,CBF,cerebral_perfusion,112,NA,4,mL/100g/min,conscious,"(Lear et al., 1981)",lear1981
Rattus norvegicus,Rattus,Kaufman__2004,TableA1,Basal_ganglia,Basal Ganglia,CBF,cerebral_perfusion,123,NA,8,mL/100g/min,conscious,"(Cremer and Seville, 1983)",cremer1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA4,Cerebellum,Cerebellum,CBF,cerebral_perfusion,89,NA,8,mL/100g/min,conscious,"(Cremer and Seville, 1983)",cremer1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA4,Cerebellum,Cerebellum,CBF,cerebral_perfusion,144,NA,6,mL/100g/min,conscious,"(Dahlgren et al., 1981a)",dahlgren1981
Rattus norvegicus,Rattus,Kaufman__2004,TableA2,Hippocampus,Hippocampus,CBF,cerebral_perfusion,81,NA,4,mL/100g/min,conscious,"(Lear etal., 1981)",lear1981
Rattus norvegicus,Rattus,Kaufman__2004,TableA2,Hippocampus,Hippocampus,CBF,cerebral_perfusion,76,NA,6,mL/100g/min,conscious,"(Lenz et al., 1998)",lenz1998
Rattus norvegicus,Rattus,Kaufman__2004,TableA2,Hippocampus,Hippocampus,CBF,cerebral_perfusion,104,NA,6,mL/100g/min,conscious,"(Maekawa et al., 1986)",maekawa1986
Rattus norvegicus,Rattus,Kaufman__2004,TableA2,Hippocampus,Hippocampus,CBF,cerebral_perfusion,102,NA,8,mL/100g/min,conscious,"(Cremer and Seville, 1983)",cremer1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA2,Hippocampus,Hippocampus,CBF,cerebral_perfusion,100,NA,6,mL/100g/min,conscious,"(Dahlgren et al., 1981a)",dahlgren1981
Rattus norvegicus,Rattus,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,124.5,NA,4,mL/100g/min,conscious,"(Lear et al., 1981)",lear1981
Rattus norvegicus,Rattus,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,77.5,NA,6,mL/100g/min,anesthetized,"(Mies et al., 1981)",mies1981
Rattus norvegicus,Rattus,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,130.5,NA,20,mL/100g/min,conscious,"(Baughman et al., 1990)",baughman1990
Rattus norvegicus,Rattus,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,145,NA,10,mL/100g/min,anesthetized,"(Gjedde et al., 1977)",gjedde1977
Rattus norvegicus,Rattus,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,170,NA,7,mL/100g/min,anesthetized,"(Naughton et al., 1985)",naughton1985
Rattus norvegicus,Rattus,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,100,NA,6,mL/100g/min,anesthetized,"(Norberg and Siesjo, 1974)",norberg1974
Rattus norvegicus,Rattus,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,193.8,NA,8,mL/100g/min,conscious,"(Cremer and Seville, 1983)",cremer1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA3,Thalamus,Thalamus,CBF,cerebral_perfusion,120,NA,6,mL/100g/min,conscious,"(Lenzetal., 1998)",lenzetal1998
Rattus norvegicus,Rattus,Kaufman__2004,TableA3,Thalamus,Thalamus,CBF,cerebral_perfusion,141,NA,6,mL/100g/min,conscious,"(Maekawa et al., 1986)",maekawa1986
Rattus norvegicus,Rattus,Kaufman__2004,TableA3,Thalamus,Thalamus,CBF,cerebral_perfusion,117,NA,8,mL/100g/min,conscious,"(Cremer and Seville, 1983)",cremer1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA3,Thalamus,Thalamus,CBF,cerebral_perfusion,146,NA,6,mL/100g/min,conscious,"(Dahlgren et al., 1981b)",dahlgren1981
Rattus norvegicus,Rattus,Kaufman__2004,TableA5,White_matter,White Matter,CBF,cerebral_perfusion,35,NA,4,mL/100g/min,conscious,"(Lear etal., 1981)",lear1981
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,106,NA,8,mL/100g/min,conscious,"(Linde et al., 1999)",linde1999
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,108,NA,31,mL/100g/min,conscious,"(Madsen et al., 1998)",madsen1998
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,100,NA,10,mL/100g/min,conscious,"(Meldrum and Nilsson, 1976)",meldrum1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,104,NA,15,mL/100g/min,conscious,"(Takei etal., 1983)",takei1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,107,NA,15,mL/100g/min,conscious,"(TakeietaL, 1983)",takeietal1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,103,NA,15,mL/100g/min,conscious,"(Takei etal., 1983)",takei1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,61,NA,7,mL/100g/min,anesthetized,"(Magata et al., 1995)",magata1995
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,106,NA,6,mL/100g/min,anesthetized,"(Gjedde and Hindfelt, 1975)",gjedde1975
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,108,NA,10,mL/100g/min,anesthetized,"(Gjedde etal., 1977)",gjedde1977
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,130,NA,8,mL/100g/min,anesthetized,"(Hauerberg and Juhler, 1997)",hauerberg1997
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,111.5,NA,17,mL/100g/min,anesthetized,"(Nemoto et al., 1996a)",nemoto1996
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,135,NA,5,mL/100g/min,anesthetized,"(Nilsson and Siesjo, 1975)",nilsson1975
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,108,NA,9,mL/100g/min,anesthetized,"(Harp et al., 1976)",harp1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,133,NA,6,mL/100g/min,anesthetized,"(Harp et al., 1976)",harp1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,136,NA,8,mL/100g/min,anesthetized,"(Harp et al., 1976)",harp1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,97,NA,6,mL/100g/min,anesthetized,"(Harp et al., 1976)",harp1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,121,NA,5,mL/100g/min,anesthetized,"(Carlsson et al., 1976)",carlsson1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,97,NA,10,mL/100g/min,anesthetized,"(Hemmingsen et al., 1979a)",hemmingsen1979
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,107,NA,8,mL/100g/min,anesthetized,"(Hemmingsen et al., 1979a)",hemmingsen1979
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,78,NA,9,mL/100g/min,anesthetized,"(Hemmingsen et al., 1979a)",hemmingsen1979
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,79.5,NA,8,mL/100g/min,anesthetized,"(Nilsson and Siesjo, 1976)",nilsson1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,110,NA,8,mL/100g/min,anesthetized,"(Dahlgren et al., 1981b)",dahlgren1981
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,103,NA,7,mL/100g/min,anesthetized,"(Hemmingsen et al., 1979b)",hemmingsen1979
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,131.8,NA,17,mL/100g/min,anesthetized,"(Klementavicius etal., 1996b)",klementavicius1996
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,110.5,NA,14,mL/100g/min,anesthetized,"(Nemoto et al., 1996b)",nemoto1996
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,140,NA,5,mL/100g/min,anesthetized,"(Fiat and Kang, 1993)",fiat1993
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,85,NA,12,mL/100g/min,anesthetized,"(Wang et al., 1993)",wang1993
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,149,NA,17,mL/100g/min,anesthetized,"(Kochanek et al., 1988)",kochanek1988
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,141.3,NA,16,mL/100g/min,anesthetized,"(Singh etal., 1992)",singh1992
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,85,NA,10,mL/100g/min,anesthetized,"(Kozniewska and Oseka, 1992)",kozniewska1992
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,76,NA,4,mL/100g/min,anesthetized,"(Nilsson and Siesjo, 1983)",nilsson1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,169.88,NA,10,mL/100g/min,anesthetized,"(Klementavicius et al., 1996a)",klementavicius1996
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,86,NA,12,mL/100g/min,anesthetized,"(Matsumoto et al., 1975)",matsumoto1975
Saimiri sciureus,Saimiri,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,114,NA,4,mL/100g/min,anesthetized,"(Delgado-Zygmunt et al., 1993)",delgado1993
Saimiri sciureus,Saimiri,Kaufman__2004,TableA3,Thalamus,Thalamus,CBF,cerebral_perfusion,96,NA,4,mL/100g/min,anesthetized,"(Delgado-Zygmunt et al., 1993)",delgado1993
Saimiri sciureus,Saimiri,Kaufman__2004,TableA5,White_matter,White Matter,CBF,cerebral_perfusion,35,NA,4,mL/100g/min,anesthetized,"(Delgado-Zygmunt et al., 1993)",delgado1993
Sus scrofa,Sus,Kaufman__2004,TableA1,Basal_ganglia,Basal Ganglia,CBF,cerebral_perfusion,102.6,NA,6,mL/100g/min,conscious,"(Manohar, 1986)",manohar1986
Sus scrofa,Sus,Kaufman__2004,TableA1,Basal_ganglia,Basal Ganglia,CBF,cerebral_perfusion,86,NA,6,mL/100g/min,anesthetized,"(Manohar, 1986)",manohar1986
Sus scrofa,Sus,Kaufman__2004,TableA1,Basal_ganglia,Basal Ganglia,CBF,cerebral_perfusion,83.7,NA,6,mL/100g/min,anesthetized,"(Manohar, 1986)",manohar1986
Sus scrofa,Sus,Kaufman__2004,TableA4,Cerebellum,Cerebellum,CBF,cerebral_perfusion,42,NA,4,mL/100g/min,anesthetized,"(Miller et al., 1987)",miller1987
Sus scrofa,Sus,Kaufman__2004,TableA4,Cerebellum,Cerebellum,CBF,cerebral_perfusion,88.8,NA,6,mL/100g/min,conscious,"(Manohar, 1986)",manohar1986
Sus scrofa,Sus,Kaufman__2004,TableA4,Cerebellum,Cerebellum,CBF,cerebral_perfusion,70,NA,6,mL/100g/min,anesthetized,"(Manohar, 1986)",manohar1986
Sus scrofa,Sus,Kaufman__2004,TableA4,Cerebellum,Cerebellum,CBF,cerebral_perfusion,89.8,NA,6,mL/100g/min,anesthetized,"(Manohar, 1986)",manohar1986
Sus scrofa,Sus,Kaufman__2004,TableA6,Neocortex,Neocortex,CBF,cerebral_perfusion,29,NA,4,mL/100g/min,anesthetized,"(Miller et al., 1987)",miller1987
Sus scrofa,Sus,Kaufman__2004,TableA5,White_matter,White Matter,CBF,cerebral_perfusion,19,NA,4,mL/100g/min,anesthetized,"(Miller et al., 1987)",miller1987
Sus scrofa,Sus,Kaufman__2004,TableA5,White_matter,White Matter,CBF,cerebral_perfusion,33.6,NA,6,mL/100g/min,conscious,"(Manohar, 1986)",manohar1986
Sus scrofa,Sus,Kaufman__2004,TableA5,White_matter,White Matter,CBF,cerebral_perfusion,27.9,NA,6,mL/100g/min,anesthetized,"(Manohar, 1986)",manohar1986
Sus scrofa,Sus,Kaufman__2004,TableA5,White_matter,White Matter,CBF,cerebral_perfusion,29.7,NA,6,mL/100g/min,anesthetized,"(Manohar, 1986)",manohar1986
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,37,NA,7,mL/100g/min,anesthetized,"(Poulsen et al., 1997)",poulsen1997
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,56.1,NA,9,mL/100g/min,anesthetized,"(Akeson et al., 1992)",akeson1992
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,30,NA,4,mL/100g/min,anesthetized,"(Miller et al., 1987)",miller1987
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,42.3,NA,11,mL/100g/min,anesthetized,"(Sakoh et al., 2000)",sakoh2000
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,34,NA,8,mL/100g/min,anesthetized,"(Stange et al., 1989)",stange1989
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CBF,cerebral_perfusion,45.6,NA,18,mL/100g/min,anesthetized,"(Madsen et al., 1990a)",madsen1990
Canis lupus familiaris,dog,Karbowski__2007,TableS1,Whole_brain,Brain,CMRO2,cerebral_metabolic_rate,6.1,0.2,NA,umol/100g/min,unknown,Nakanishi et al 1997,nakanishi1997
Canis lupus familiaris,Canis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,178.1,NA,7,umol/100g/min,anesthetized,"(Michenfelder, 1974)",michenfelder1974
Canis lupus familiaris,Canis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,208.04,NA,6,umol/100g/min,anesthetized,"(Roald etal., 1986a)",roald1986
Canis lupus familiaris,Canis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,167.4,NA,13,umol/100g/min,anesthetized,"(Zimmer, 1975)",zimmer1975
